inter_seq	cat	target	pred_path
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	210	[310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	341	[310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	343	[310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	321	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	323	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	300	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	294	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	295	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	35	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	297	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	316	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	346	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	218	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	223	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	306	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	173	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	3	331	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	312	[312]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	337	[312, 337]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	319	[312, 337, 319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	311	[312, 337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	336	[312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	210	[312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	341	[312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	343	[312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	321	[312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	323	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	300	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	294	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	295	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	35	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	297	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	316	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	346	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	218	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	223	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	306	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	173	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	3	331	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	337	[337]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	319	[337, 319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	311	[337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	336	[337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	210	[337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	341	[337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	343	[337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	321	[337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	323	[337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	300	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	294	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	295	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	35	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	297	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	316	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	346	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	218	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	223	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	306	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	173	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	3	331	[337, 319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	319	[319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	311	[319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	336	[319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	210	[319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	341	[319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	343	[319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	321	[319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	323	[319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	300	[319, 311, 336, 210, 341, 343, 321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	294	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	295	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	35	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	297	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	316	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	346	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	218	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	223	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	306	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	173	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	3	331	[319, 311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	311	[311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	336	[311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	210	[311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	341	[311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	343	[311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	321	[311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	323	[311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	300	[311, 336, 210, 341, 343, 321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	294	[311, 336, 210, 341, 343, 321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	295	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	35	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	297	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	316	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	346	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	218	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	223	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	306	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	173	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	3	331	[311, 336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	336	[336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	210	[336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	341	[336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	343	[336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	321	[336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	323	[336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	300	[336, 210, 341, 343, 321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	294	[336, 210, 341, 343, 321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	295	[336, 210, 341, 343, 321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	35	[336, 210, 341, 343, 321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	297	[336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	316	[336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	346	[336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	218	[336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	223	[336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	306	[336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	173	[336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	3	331	[336, 210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	210	[210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	341	[210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	343	[210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	321	[210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	323	[210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	300	[210, 341, 343, 321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	294	[210, 341, 343, 321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	295	[210, 341, 343, 321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	35	[210, 341, 343, 321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	297	[210, 341, 343, 321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	316	[210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	346	[210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	218	[210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	223	[210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	306	[210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	173	[210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	3	331	[210, 341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	341	[341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	343	[341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	321	[341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	323	[341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	300	[341, 343, 321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	294	[341, 343, 321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	295	[341, 343, 321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	35	[341, 343, 321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	297	[341, 343, 321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	316	[341, 343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	346	[341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	218	[341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	223	[341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	306	[341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	173	[341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	3	331	[341, 343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	343	[343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	321	[343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	323	[343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	300	[343, 321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	294	[343, 321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	295	[343, 321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	35	[343, 321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	297	[343, 321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	316	[343, 321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	346	[343, 321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	218	[343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	223	[343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	306	[343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	173	[343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	3	331	[343, 321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	321	[321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	323	[321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	300	[321, 323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	294	[321, 323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	295	[321, 323, 300, 294, 295]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	35	[321, 323, 300, 294, 295, 35]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	297	[321, 323, 300, 294, 295, 35, 297]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	316	[321, 323, 300, 294, 295, 35, 297, 316]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	346	[321, 323, 300, 294, 295, 35, 297, 316, 346]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	218	[321, 323, 300, 294, 295, 35, 297, 316, 346, 218]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	223	[321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	306	[321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	173	[321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	3	331	[321, 323, 300, 294, 295, 35, 297, 316, 346, 218, 223, 306, 173, 331]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]	3	323	[323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]	3	300	[323, 300]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]	3	294	[323, 300, 294]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]	3	295	[323, 300, 294, 295]
