inter_seq	cat	target	pred_path
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	1	319	[337, 319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	1	311	[337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	1	336	[337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	1	319	[319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	1	311	[319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	1	336	[319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	1	311	[311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	1	336	[311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	1	336	[336]
[305]	2	172	[172]
[305]	2	54	[172, 54]
[305]	2	314	[172, 54, 314]
[305]	2	1	[172, 54, 314, 1]
[305]	2	350	[172, 54, 314, 1, 350]
[305]	2	352	[172, 54, 314, 1, 350, 352]
[305]	2	301	[172, 54, 314, 1, 350, 352, 301]
[305]	2	302	[172, 54, 314, 1, 350, 352, 301, 302]
[305]	2	310	[172, 54, 314, 1, 350, 352, 301, 302, 310]
[305]	2	312	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312]
[305]	2	337	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]
[305]	2	319	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]
[305]	2	311	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
[305]	2	336	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305]	2	210	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305]	2	341	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305]	2	343	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305]	2	321	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305]	2	323	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172]	2	54	[54]
[305, 172]	2	314	[54, 314]
[305, 172]	2	1	[54, 314, 1]
[305, 172]	2	350	[54, 314, 1, 350]
[305, 172]	2	352	[54, 314, 1, 350, 352]
[305, 172]	2	301	[54, 314, 1, 350, 352, 301]
[305, 172]	2	302	[54, 314, 1, 350, 352, 301, 302]
[305, 172]	2	310	[54, 314, 1, 350, 352, 301, 302, 310]
[305, 172]	2	312	[54, 314, 1, 350, 352, 301, 302, 310, 312]
[305, 172]	2	337	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337]
[305, 172]	2	319	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]
[305, 172]	2	311	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
[305, 172]	2	336	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172]	2	210	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172]	2	341	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172]	2	343	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172]	2	321	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172]	2	323	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54]	2	314	[314]
[305, 172, 54]	2	1	[314, 1]
[305, 172, 54]	2	350	[314, 1, 350]
[305, 172, 54]	2	352	[314, 1, 350, 352]
[305, 172, 54]	2	301	[314, 1, 350, 352, 301]
[305, 172, 54]	2	302	[314, 1, 350, 352, 301, 302]
[305, 172, 54]	2	310	[314, 1, 350, 352, 301, 302, 310]
[305, 172, 54]	2	312	[314, 1, 350, 352, 301, 302, 310, 312]
[305, 172, 54]	2	337	[314, 1, 350, 352, 301, 302, 310, 312, 337]
[305, 172, 54]	2	319	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319]
[305, 172, 54]	2	311	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
[305, 172, 54]	2	336	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54]	2	210	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54]	2	341	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54]	2	343	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54]	2	321	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54]	2	323	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314]	2	1	[1]
[305, 172, 54, 314]	2	350	[1, 350]
[305, 172, 54, 314]	2	352	[1, 350, 352]
[305, 172, 54, 314]	2	301	[1, 350, 352, 301]
[305, 172, 54, 314]	2	302	[1, 350, 352, 301, 302]
[305, 172, 54, 314]	2	310	[1, 350, 352, 301, 302, 310]
[305, 172, 54, 314]	2	312	[1, 350, 352, 301, 302, 310, 312]
[305, 172, 54, 314]	2	337	[1, 350, 352, 301, 302, 310, 312, 337]
[305, 172, 54, 314]	2	319	[1, 350, 352, 301, 302, 310, 312, 337, 319]
[305, 172, 54, 314]	2	311	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
[305, 172, 54, 314]	2	336	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314]	2	210	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314]	2	341	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314]	2	343	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314]	2	321	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314]	2	323	[1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1]	2	350	[350]
[305, 172, 54, 314, 1]	2	352	[350, 352]
[305, 172, 54, 314, 1]	2	301	[350, 352, 301]
[305, 172, 54, 314, 1]	2	302	[350, 352, 301, 302]
[305, 172, 54, 314, 1]	2	310	[350, 352, 301, 302, 310]
[305, 172, 54, 314, 1]	2	312	[350, 352, 301, 302, 310, 312]
[305, 172, 54, 314, 1]	2	337	[350, 352, 301, 302, 310, 312, 337]
[305, 172, 54, 314, 1]	2	319	[350, 352, 301, 302, 310, 312, 337, 319]
[305, 172, 54, 314, 1]	2	311	[350, 352, 301, 302, 310, 312, 337, 319, 311]
[305, 172, 54, 314, 1]	2	336	[350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1]	2	210	[350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1]	2	341	[350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1]	2	343	[350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1]	2	321	[350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1]	2	323	[350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350]	2	352	[352]
[305, 172, 54, 314, 1, 350]	2	301	[352, 301]
[305, 172, 54, 314, 1, 350]	2	302	[352, 301, 302]
[305, 172, 54, 314, 1, 350]	2	310	[352, 301, 302, 310]
[305, 172, 54, 314, 1, 350]	2	312	[352, 301, 302, 310, 312]
[305, 172, 54, 314, 1, 350]	2	337	[352, 301, 302, 310, 312, 337]
[305, 172, 54, 314, 1, 350]	2	319	[352, 301, 302, 310, 312, 337, 319]
[305, 172, 54, 314, 1, 350]	2	311	[352, 301, 302, 310, 312, 337, 319, 311]
[305, 172, 54, 314, 1, 350]	2	336	[352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350]	2	210	[352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350]	2	341	[352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350]	2	343	[352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350]	2	321	[352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350]	2	323	[352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352]	2	301	[301]
[305, 172, 54, 314, 1, 350, 352]	2	302	[301, 302]
[305, 172, 54, 314, 1, 350, 352]	2	310	[301, 302, 310]
[305, 172, 54, 314, 1, 350, 352]	2	312	[301, 302, 310, 312]
[305, 172, 54, 314, 1, 350, 352]	2	337	[301, 302, 310, 312, 337]
[305, 172, 54, 314, 1, 350, 352]	2	319	[301, 302, 310, 312, 337, 319]
[305, 172, 54, 314, 1, 350, 352]	2	311	[301, 302, 310, 312, 337, 319, 311]
[305, 172, 54, 314, 1, 350, 352]	2	336	[301, 302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352]	2	210	[301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352]	2	341	[301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352]	2	343	[301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352]	2	321	[301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352]	2	323	[301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301]	2	302	[302]
[305, 172, 54, 314, 1, 350, 352, 301]	2	310	[302, 310]
[305, 172, 54, 314, 1, 350, 352, 301]	2	312	[302, 310, 312]
[305, 172, 54, 314, 1, 350, 352, 301]	2	337	[302, 310, 312, 337]
[305, 172, 54, 314, 1, 350, 352, 301]	2	319	[302, 310, 312, 337, 319]
[305, 172, 54, 314, 1, 350, 352, 301]	2	311	[302, 310, 312, 337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301]	2	336	[302, 310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301]	2	210	[302, 310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301]	2	341	[302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301]	2	343	[302, 310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301]	2	321	[302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301]	2	323	[302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	310	[310]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	312	[310, 312]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	337	[310, 312, 337]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	319	[310, 312, 337, 319]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	311	[310, 312, 337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	336	[310, 312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	210	[310, 312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	341	[310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	343	[310, 312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	321	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	323	[310, 312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	312	[312]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	337	[312, 337]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	319	[312, 337, 319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	311	[312, 337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	336	[312, 337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	210	[312, 337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	341	[312, 337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	343	[312, 337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	321	[312, 337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	323	[312, 337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	2	337	[337]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	2	319	[337, 319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	2	311	[337, 319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	2	336	[337, 319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	2	210	[337, 319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	2	341	[337, 319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	2	343	[337, 319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	2	321	[337, 319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312]	2	323	[337, 319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	2	319	[319]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	2	311	[319, 311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	2	336	[319, 311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	2	210	[319, 311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	2	341	[319, 311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	2	343	[319, 311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	2	321	[319, 311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]	2	323	[319, 311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	2	311	[311]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	2	336	[311, 336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	2	210	[311, 336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	2	341	[311, 336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	2	343	[311, 336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	2	321	[311, 336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]	2	323	[311, 336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	2	336	[336]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	2	210	[336, 210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	2	341	[336, 210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	2	343	[336, 210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	2	321	[336, 210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]	2	323	[336, 210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	2	210	[210]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	2	341	[210, 341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	2	343	[210, 341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	2	321	[210, 341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]	2	323	[210, 341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	2	341	[341]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	2	343	[341, 343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	2	321	[341, 343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]	2	323	[341, 343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	2	343	[343]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	2	321	[343, 321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]	2	323	[343, 321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	2	321	[321]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343]	2	323	[321, 323]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341, 343, 321]	2	323	[323]
[305]	0	172	[172]
[305]	0	54	[172, 54]
[305]	0	314	[172, 54, 314]
[305]	0	1	[172, 54, 314, 1]
[305]	0	350	[172, 54, 314, 1, 350]
[305]	0	352	[172, 54, 314, 1, 350, 352]
[305]	0	301	[172, 54, 314, 1, 350, 352, 301]
[305]	0	302	[172, 54, 314, 1, 350, 352, 301, 302]
[305]	0	310	[172, 54, 314, 1, 350, 352, 301, 302, 310]
[305, 172]	0	54	[54]
[305, 172]	0	314	[54, 314]
[305, 172]	0	1	[54, 314, 1]
[305, 172]	0	350	[54, 314, 1, 350]
[305, 172]	0	352	[54, 314, 1, 350, 352]
[305, 172]	0	301	[54, 314, 1, 350, 352, 301]
[305, 172]	0	302	[54, 314, 1, 350, 352, 301, 302]
[305, 172]	0	310	[54, 314, 1, 350, 352, 301, 302, 310]
[305, 172, 54]	0	314	[314]
[305, 172, 54]	0	1	[314, 1]
[305, 172, 54]	0	350	[314, 1, 350]
[305, 172, 54]	0	352	[314, 1, 350, 352]
[305, 172, 54]	0	301	[314, 1, 350, 352, 301]
[305, 172, 54]	0	302	[314, 1, 350, 352, 301, 302]
[305, 172, 54]	0	310	[314, 1, 350, 352, 301, 302, 310]
[305, 172, 54, 314]	0	1	[1]
[305, 172, 54, 314]	0	350	[1, 350]
[305, 172, 54, 314]	0	352	[1, 350, 352]
[305, 172, 54, 314]	0	301	[1, 350, 352, 301]
[305, 172, 54, 314]	0	302	[1, 350, 352, 301, 302]
[305, 172, 54, 314]	0	310	[1, 350, 352, 301, 302, 310]
[305, 172, 54, 314, 1]	0	350	[350]
[305, 172, 54, 314, 1]	0	352	[350, 352]
[305, 172, 54, 314, 1]	0	301	[350, 352, 301]
[305, 172, 54, 314, 1]	0	302	[350, 352, 301, 302]
[305, 172, 54, 314, 1]	0	310	[350, 352, 301, 302, 310]
[305, 172, 54, 314, 1, 350]	0	352	[352]
[305, 172, 54, 314, 1, 350]	0	301	[352, 301]
[305, 172, 54, 314, 1, 350]	0	302	[352, 301, 302]
[305, 172, 54, 314, 1, 350]	0	310	[352, 301, 302, 310]
[305, 172, 54, 314, 1, 350, 352]	0	301	[301]
[305, 172, 54, 314, 1, 350, 352]	0	302	[301, 302]
[305, 172, 54, 314, 1, 350, 352]	0	310	[301, 302, 310]
[305, 172, 54, 314, 1, 350, 352, 301]	0	302	[302]
[305, 172, 54, 314, 1, 350, 352, 301]	0	310	[302, 310]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	0	310	[310]
[305]	2	172	[172]
[305]	2	172	[172]
[305]	2	54	[172, 54]
[305]	2	314	[172, 54, 314]
[305]	2	1	[172, 54, 314, 1]
[305]	2	350	[172, 54, 314, 1, 350]
[305]	2	352	[172, 54, 314, 1, 350, 352]
[305]	2	301	[172, 54, 314, 1, 350, 352, 301]
[305]	2	302	[172, 54, 314, 1, 350, 352, 301, 302]
[305]	2	310	[172, 54, 314, 1, 350, 352, 301, 302, 310]
[305]	2	312	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312]
[305, 172]	2	54	[54]
[305, 172]	2	314	[54, 314]
[305, 172]	2	1	[54, 314, 1]
[305, 172]	2	350	[54, 314, 1, 350]
[305, 172]	2	352	[54, 314, 1, 350, 352]
[305, 172]	2	301	[54, 314, 1, 350, 352, 301]
[305, 172]	2	302	[54, 314, 1, 350, 352, 301, 302]
[305, 172]	2	310	[54, 314, 1, 350, 352, 301, 302, 310]
[305, 172]	2	312	[54, 314, 1, 350, 352, 301, 302, 310, 312]
[305, 172, 54]	2	314	[314]
[305, 172, 54]	2	1	[314, 1]
[305, 172, 54]	2	350	[314, 1, 350]
[305, 172, 54]	2	352	[314, 1, 350, 352]
[305, 172, 54]	2	301	[314, 1, 350, 352, 301]
[305, 172, 54]	2	302	[314, 1, 350, 352, 301, 302]
[305, 172, 54]	2	310	[314, 1, 350, 352, 301, 302, 310]
[305, 172, 54]	2	312	[314, 1, 350, 352, 301, 302, 310, 312]
[305, 172, 54, 314]	2	1	[1]
[305, 172, 54, 314]	2	350	[1, 350]
[305, 172, 54, 314]	2	352	[1, 350, 352]
[305, 172, 54, 314]	2	301	[1, 350, 352, 301]
[305, 172, 54, 314]	2	302	[1, 350, 352, 301, 302]
[305, 172, 54, 314]	2	310	[1, 350, 352, 301, 302, 310]
[305, 172, 54, 314]	2	312	[1, 350, 352, 301, 302, 310, 312]
[305, 172, 54, 314, 1]	2	350	[350]
[305, 172, 54, 314, 1]	2	352	[350, 352]
[305, 172, 54, 314, 1]	2	301	[350, 352, 301]
[305, 172, 54, 314, 1]	2	302	[350, 352, 301, 302]
[305, 172, 54, 314, 1]	2	310	[350, 352, 301, 302, 310]
[305, 172, 54, 314, 1]	2	312	[350, 352, 301, 302, 310, 312]
[305, 172, 54, 314, 1, 350]	2	352	[352]
[305, 172, 54, 314, 1, 350]	2	301	[352, 301]
[305, 172, 54, 314, 1, 350]	2	302	[352, 301, 302]
[305, 172, 54, 314, 1, 350]	2	310	[352, 301, 302, 310]
[305, 172, 54, 314, 1, 350]	2	312	[352, 301, 302, 310, 312]
[305, 172, 54, 314, 1, 350, 352]	2	301	[301]
[305, 172, 54, 314, 1, 350, 352]	2	302	[301, 302]
[305, 172, 54, 314, 1, 350, 352]	2	310	[301, 302, 310]
[305, 172, 54, 314, 1, 350, 352]	2	312	[301, 302, 310, 312]
[305, 172, 54, 314, 1, 350, 352, 301]	2	302	[302]
[305, 172, 54, 314, 1, 350, 352, 301]	2	310	[302, 310]
[305, 172, 54, 314, 1, 350, 352, 301]	2	312	[302, 310, 312]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	310	[310]
[305, 172, 54, 314, 1, 350, 352, 301, 302]	2	312	[310, 312]
[305, 172, 54, 314, 1, 350, 352, 301, 302, 310]	2	312	[312]
[305]	2	172	[172]
[305]	4	172	[172]
[305]	4	54	[172, 54]
[305]	4	314	[172, 54, 314]
[305]	4	1	[172, 54, 314, 1]
[305]	4	350	[172, 54, 314, 1, 350]
[305]	4	352	[172, 54, 314, 1, 350, 352]
[305]	4	301	[172, 54, 314, 1, 350, 352, 301]
[305]	4	302	[172, 54, 314, 1, 350, 352, 301, 302]
[305]	4	310	[172, 54, 314, 1, 350, 352, 301, 302, 310]
[305]	4	312	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312]
[305]	4	337	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337]
[305]	4	319	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]
[305]	4	311	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
[305]	4	336	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305]	4	210	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305]	4	341	[172, 54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172]	4	54	[54]
[305, 172]	4	314	[54, 314]
[305, 172]	4	1	[54, 314, 1]
[305, 172]	4	350	[54, 314, 1, 350]
[305, 172]	4	352	[54, 314, 1, 350, 352]
[305, 172]	4	301	[54, 314, 1, 350, 352, 301]
[305, 172]	4	302	[54, 314, 1, 350, 352, 301, 302]
[305, 172]	4	310	[54, 314, 1, 350, 352, 301, 302, 310]
[305, 172]	4	312	[54, 314, 1, 350, 352, 301, 302, 310, 312]
[305, 172]	4	337	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337]
[305, 172]	4	319	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319]
[305, 172]	4	311	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
[305, 172]	4	336	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336]
[305, 172]	4	210	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210]
[305, 172]	4	341	[54, 314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311, 336, 210, 341]
[305, 172, 54]	4	314	[314]
[305, 172, 54]	4	1	[314, 1]
[305, 172, 54]	4	350	[314, 1, 350]
[305, 172, 54]	4	352	[314, 1, 350, 352]
[305, 172, 54]	4	301	[314, 1, 350, 352, 301]
[305, 172, 54]	4	302	[314, 1, 350, 352, 301, 302]
[305, 172, 54]	4	310	[314, 1, 350, 352, 301, 302, 310]
[305, 172, 54]	4	312	[314, 1, 350, 352, 301, 302, 310, 312]
[305, 172, 54]	4	337	[314, 1, 350, 352, 301, 302, 310, 312, 337]
[305, 172, 54]	4	319	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319]
[305, 172, 54]	4	311	[314, 1, 350, 352, 301, 302, 310, 312, 337, 319, 311]
